546 1575470175 0,200000 -1,000000 -101,000000 0,000000 0,000000
546 1575470176 0,200000 -1,000000 -101,000000 0,000000 0,000000
580 1575470180 8,600000 -1,000000 -101,000000 0,000000 0,000000
580 1575470181 8,600000 -1,000000 -101,000000 0,000000 0,000000
546 1575470177 0,200000 -1,000000 -101,000000 0,000000 0,000000
546 1575470178 0,200000 -1,000000 -101,000000 0,000000 0,000000
546 1575470179 0,200000 -1,000000 -101,000000 0,000000 0,000000
546 1575470180 1,600000 -1,000000 -101,000000 0,000000 0,000000
546 1575470181 1,600000 -1,000000 -101,000000 0,000000 0,000000
580 1575470182 8,600000 -1,000000 -101,000000 0,000000 0,000000
580 1575470183 8,600000 -1,000000 -101,000000 0,000000 0,000000
580 1575470184 8,600000 -1,000000 -101,000000 0,000000 0,000000
580 1575470185 5,000000 -1,000000 -101,000000 0,000000 0,000000
580 1575470186 5,000000 -1,000000 -101,000000 0,000000 0,000000
546 1575470182 1,600000 -1,000000 -101,000000 0,000000 0,000000
546 1575470183 1,600000 -1,000000 -101,000000 0,000000 0,000000
546 1575470184 1,600000 -1,000000 -101,000000 0,000000 0,000000
546 1575470185 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470186 0,800000 -1,000000 -101,000000 0,000000 0,000000
580 1575470187 5,000000 -1,000000 -101,000000 0,000000 0,000000
580 1575470188 5,000000 -1,000000 -101,000000 0,000000 0,000000
580 1575470189 5,000000 -1,000000 -101,000000 0,000000 0,000000
580 1575470190 10,400000 -1,000000 -101,000000 0,000000 0,000000
580 1575470191 10,400000 -1,000000 -101,000000 0,000000 0,000000
546 1575470187 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470188 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470189 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470190 1,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470191 1,800000 -1,000000 -101,000000 0,000000 0,000000
580 1575470192 10,400000 -1,000000 -101,000000 0,000000 0,000000
580 1575470193 10,400000 -1,000000 -101,000000 0,000000 0,000000
580 1575470194 10,400000 -1,000000 -101,000000 0,000000 0,000000
580 1575470195 6,000000 -1,000000 -101,000000 0,000000 0,000000
580 1575470196 6,000000 -1,000000 -101,000000 0,000000 0,000000
546 1575470192 1,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470193 1,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470194 1,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470195 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470196 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470197 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470198 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470199 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470200 2,400000 -1,000000 -101,000000 0,000000 0,000000
546 1575470201 2,400000 -1,000000 -101,000000 0,000000 0,000000
546 1575470202 2,400000 -1,000000 -101,000000 0,000000 0,000000
546 1575470203 2,400000 -1,000000 -101,000000 0,000000 0,000000
546 1575470204 2,400000 -1,000000 -101,000000 0,000000 0,000000
546 1575470205 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470206 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470207 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470208 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470209 0,800000 -1,000000 -101,000000 0,000000 0,000000
546 1575470210 2,400000 -1,000000 -101,000000 0,000000 0,000000
546 1575470211 2,400000 -1,000000 -101,000000 0,000000 0,000000
546 1575470212 2,400000 -1,000000 -101,000000 0,000000 0,000000
546 1575470213 2,400000 -1,000000 -101,000000 0,000000 0,000000
546 1575470214 2,400000 -1,000000 -101,000000 0,000000 0,000000
546 1575470215 1,200000 -1,000000 -101,000000 0,000000 0,000000
546 1575470216 1,200000 -1,000000 -101,000000 0,000000 0,000000
546 1575470217 1,200000 -1,000000 -101,000000 0,000000 0,000000
546 1575470218 1,200000 -1,000000 -101,000000 0,000000 0,000000
546 1575470219 1,200000 -1,000000 -101,000000 0,000000 0,000000
546 1575470220 2,600000 -1,000000 -101,000000 0,000000 0,000000
546 1575470221 2,600000 -1,000000 -101,000000 0,000000 0,000000
546 1575470222 2,600000 -1,000000 -101,000000 0,000000 0,000000
546 1575470223 2,600000 -1,000000 -101,000000 0,000000 0,000000
546 1575470224 2,600000 -1,000000 -101,000000 0,000000 0,000000
546 1575470225 1,000000 -1,000000 -101,000000 0,000000 0,000000
546 1575470226 1,000000 -1,000000 -101,000000 0,000000 0,000000
546 1575470227 1,000000 -1,000000 -101,000000 0,000000 0,000000
546 1575470228 1,000000 -1,000000 -101,000000 0,000000 0,000000
546 1575470229 1,000000 -1,000000 -101,000000 0,000000 0,000000
546 1575470230 1,000000 -1,000000 -101,000000 0,000000 0,000000
546 1575470231 1,000000 -1,000000 -101,000000 0,000000 0,000000
546 1575470232 1,000000 -1,000000 -101,000000 0,000000 0,000000
